price,price_range_min,price_range_max,location,brand,model,km_driven,vehicle_type,engine_capacity,origin,description,age,Brand_Model
64.5,69.27,81.32,Quận Phú Nhuận,Honda,SH,26000,Tay ga,100 - 175 cc,Đang cập nhật,"KẸT TIỀN BÁN GẤP SH 125i ABS MỚI KENG BSTP CHỈ 60x SH 125i - 2021 - ABS
Km : 26k
Màu đen
BSTP
💰 64tr500 ra lộc 🍀🍀🍀🍀",4,Honda SH
36,28.79,33.8,Quận Phú Nhuận,Yamaha,Exciter,4754,Tay côn/Moto,100 - 175 cc,Việt Nam,"exciter 155 2022 Két nước rdt đã lên két lớn rdt 
Odo 4754
Ae liên hệ chặt giá
Thương lượng",3,Yamaha Exciter
5.9,6.16,7.23,Quận Phú Nhuận,Yamaha,Jupiter,20000,Xe số,100 - 175 cc,Nhật Bản,"bán xe yamaha yupeter nhüt Càn bán xe nhà không sü dung nüa yamaha yupeter nhüt xe Nước Sơn zin máy êm bình Dèn kèn dày dû,,chãy rát mänh..Mua vè chî viêc dô xäng là ..cà Vẹt giay tò dày dû,,mua bán viét giáy tay tai nhà bao tranh cháp",21,Yamaha Jupiter
8.35,7.62,8.94,Quận Phú Nhuận,Honda,Air Blade,36000,Tay ga,100 - 175 cc,Nhật Bản,"Cần bán gấp ab 208 úp Thái Xe biển số thành phố 
Cavet zin theo xe 
Máy móc êm ru mạnh 
Anh chị mua đi làm đi chợ ok
Có bớt cho anh chị mua nhanh gọn
Xem xe tại nhà!",17,Honda Air Blade
6.5,6.82,8.01,Quận Phú Nhuận,Suzuki,Viva,40000,Xe số,100 - 175 cc,Nhật Bản,"Cần tiền bán gấp xe nhật Cần bán gấp xe nhật suzuk viva 115fi 
Giấy tờ cavet hợp lệ 
Biển Long An dễ nhì
Xem xe tại nhà mua bán viết giấy bao an ninh",12,Suzuki Viva
41,58.91,69.15,Quận Tân Bình,Piaggio,GTS,26000,Tay ga,100 - 175 cc,Đang cập nhật,"cần bán GTS- iget 125 dk 2019 Minh cần bán GTS 125 iget. Sx 2019. Như hình

BS 61-g1 71131 giấy tờ đầy đủ. Bao uỷ quyền.
 
Odo: hơn 26.000. Máy zin em. Chạy không khói. Đã dọn mới. Có lỗi như hình",6,Piaggio GTS
9.6,11.67,13.7,Quận Tân Bình,Honda,Lead,42333,Tay ga,100 - 175 cc,Đang cập nhật,"LEAD Fi , BTP 1chủ ,xe cực mới, máy vọt mạnh êm ru Bán xe LEAD Fi đời 2012 tem râu( đá chống tắt máy).Biển Thành phố , chính chủ ( công chứng uỷ quyền, sang tên đều được).Xe đã 3 năm không dùng .Vừa đưa ra bảo dưỡng , lột keo, tháo dàn inoc bảo vệ ,thay cặp vỏ , ăc quy ,nhớt, vv..có dọn sơ qua . Xe hình thức đẹp như mới không trầy xước, máy zin chạy mạnh vọt êm, cốp rộng .Xe chắc chắn chạy không sàng lắc , mọi chức năng hoạt động tốt , mua về không cần sửa chữa gi thêm.Bán công chứng liền . Giá bán 9,6 triệu . LH : Chú Minh . không tiếp Cò",12,Honda Lead
17.2,15.52,18.22,Quận Tân Bình,Yamaha,Grande,45333,Tay ga,100 - 175 cc,Đang cập nhật,"Grande Fi 125 BTP, 9chủ xe cực mới máy zin mạnh êm Bán xe Grande Fi ,125cc ,đời 2016 Biển Thành phố , 1đời chủ( công chứng uỷ quyền hoặc sang tên đều được ). Đã 2 năm để kho vì về Hà Nội. Vừa đưa ra bảo dưỡng ,lột keo , tháo dàn inoc bảo vệ ,thay ăcquy, nhớt vv.. Xe hình thức đẹp như mới , không trầy xước,máy chạy vọt mạnh êm lắm , tiết kiệm xăng. Xe chắc chắn chạy không sàng lắc, cốp rộng, mọi chức năng hoạt động tốt.ođo chuẩn , Mua về không cần sửa chữa gì thêm. Bán có Công chứng. Giá bán 17,2 triệu. LH Chú Minh, không tiếp Cò",9,Yamaha Grande
7.6,7.98,9.37,Quận Tân Bình,Honda,Lead,83333,Tay ga,100 - 175 cc,Đang cập nhật,"LEAD Fi.Đá chống tắt máy.BTP chính chủ, máy êm lăm Bán xe LEAD Fi, đá chống tắt máy, đời 2011. Biển Thành phố , chính chủ ( công chứng sang tên, không ủy quyền). Vừa đưa ra bảo dưỡng , lột keo, nhớt ,cặp vỏ còn mới vv .. Xe đang sử dụng bình thường , cũ theo thời gian,máy chạy mạnh vọt êm, cốp rộng .Xe chắc chắn chạy không sàng lắc, đề nhẹ. Bán có Công chứng. Giá bán 7,6 triệu .LH Chú Tiến. Không tiếp Cò",13,Honda Lead
31,28.85,33.87,Quận Tân Bình,Yamaha,TFX,17000,Tay côn/Moto,100 - 175 cc,Nhật Bản,"Cần bán xe tfx 150 odo xe 16kx 
xe full đen cực ngầu
biển số tỉnh
giá còn thương lượng
xem xe tại tân bình",8,Yamaha TFX
70,59.58,69.94,Quận Tân Bình,Piaggio,Vespa,8000,Tay ga,100 - 175 cc,Đang cập nhật,"Vespa Srint 150i 2022 màu cam chính chủ Vespa Spint Abs 150 2022 màu cam chính chủ , máy móc nguyên bản không đụng chạm.❤️‍🔥❤️‍🔥❤️‍🔥",2,Piaggio Vespa
16,7.2,8.45,Quận Tân Bình,Honda,Cub,10,Xe số,50 - 100 cc,Nhật Bản,"xe cub 82-70cc Gia đình em có chiếc xe không có nhu cầu đi , muốn bán lại cho ai cần. Xe của Nhật Bản rất tiết kiệm xăng và Có Đề.

Xe 82 - 70cc - "" Nhât Bản "" 
Không cần Bằng lái, 
Phù hợp cho học sinh ,Ông Bà lớn tuổi mua đi chợ hoặc chạy đưa đón cháu đi học
Giá bán : 16 triệu có bớt cho ai thiện chí
Xem xe tại 149/35 ba vân p14 Tân Bình
Lưu ý : Ko bán cho Cò, Lái buôn , e bán cho ai thật sự cần và yêu thích dòng xe này .",27,Honda Cub
29.9,28.85,33.87,Quận Tân Bình,Yamaha,TFX,30000,Tay côn/Moto,100 - 175 cc,Ấn Độ,Bán Cafe Racer - Yamaha 150cc y hình Mình cần bán xe cafe racer chính chủ y hình hoặc đổi xe máy điện Vìn Feliz S/neo hoặc Datbike Quantum S1/2/3.,8,Yamaha TFX
1,38.07,44.69,Quận Tân Bình,Honda,Air Blade,12399,Tay ga,100 - 175 cc,Thái Lan,"Bơm hơi xe honda Bơm hơi xe may, nhỏ gọn, Sài ok, bơm hơi xe tay ga , giá hạt dẻ, 120 ngan",0,Honda Air Blade
80,111.87,131.33,Quận Tân Bình,Honda,SH,53000,Tay ga,100 - 175 cc,Việt Nam,"Cần bán SH_125 form ý Cần bán SH_125 form ý .
_ SM501
_ ĐK 12/2011
_ BSTP 9 chủ công chứng
A/E thích leng keng thì tự dọn. Ai có nhu cầu liên hệ.",14,Honda SH
6,4.94,5.8,Quận Tân Bình,Piaggio,LX,200000,Tay ga,100 - 175 cc,Nước khác,"Vespa LX 2010 Bán lại xe Vespa LX 2010
Tình trạng tốt, do đổi xe nên bán lại",15,Piaggio LX
42,44.02,51.68,Quận Tân Bình,Yamaha,Nvx,10000,Tay ga,100 - 175 cc,Việt Nam,"Chính chủ bán NVX V2 155 biển TP 2024 lướt 10k Chính chủ cần bán xe Yamaha NVX V2 155 màu đen biển TPHCM đăng kí 2024 chạy lướt 10.800km chuẩn, mua mới chính hãng 1 đời chủ còn bảo hành chính hãng, xem xe tại P15 Tân Bình, sang tên công chứng ngay. Cam kết mua bán tại nhà xe chuẩn km chưa bị đâm đụng. Đã gắn thêm cản sau, lót chân vân carbon và baga inox chỗ bình nắp bình xăng có 2 móc inox treo đồ. Xe chạy kĩ bão dưỡng định kì đầy đủ, xe còn rất mới xem là ưng ngay
Xe cá nhân bán nên miễn tiếp cò lái, xin cảm ơn",1,Yamaha Nvx
33,32.95,38.68,Quận Tân Bình,Honda,Vario,22000,Tay ga,100 - 175 cc,Nước khác,"honda vario 125 2022 bs tp máy zin nhập indo Honda vario 2022 nhập indo odo 23000km xe đẹp máy zin chuẩn chính chủ bs thành phố
Xe thanh lý tiệm cầm đồ có cccd chủ xe đầy đủ
Xem xe tại cửa hàng 
Xin cảm ơn",3,Honda Vario
27,11.04,12.96,Quận Tân Bình,Honda,Dream,100000,Xe số,50 - 100 cc,Thái Lan,"Cần bán Dream thái 1992 ( chia lại đam mê ) Nhà chật nên cần bán xe dream thái 1992 
Đồ đạc trên xe còn zin nhìu ( xem xe thực tế để bik về đồ đạc trên xe ạ)
Kb để em gửi chi tiết nhé
Xe ở Tân Bình Tphcm 
Liên hệ ***",33,Honda Dream
68.686,35.93,42.18,Quận Tân Bình,Honda,SH Mode,50000,Tay ga,100 - 175 cc,Việt Nam,"SH MODE 2018 biển số VIP 89898 SH MODE sản xuất 2018
Chạy được hơn 5 vạn
Ngoại thất trầy xước
1 chủ
Biển số uỷ quyền trọn đời, hỗ trợ sang các dòng xe khác

Giá 68.868.000 VNĐ",7,Honda SH Mode
60,52.54,61.68,Quận Tân Bình,Honda,SH Mode,30000,Tay ga,100 - 175 cc,Việt Nam,"cần bán xe gấp xe nguyên zin đang cần lúa làm ăn Xe đi được 2 năm
Odo hơn 30000km
Nguyên zin không chạm tới máy móc
Xe bọc keo nên cũng không hư nhiều",2,Honda SH Mode
16.5,11.68,13.71,Quận Tân Bình,Honda,Wave,9000,Xe số,100 - 175 cc,Đang cập nhật,"Honda Wave RSX 2019 bánh mâm, chính chủ, BSTP - Honda Wave RSX 2019, bánh mâm, thắng đĩa.
- Xe chính chủ (em đứng tên), mới chạy 9000km do mua cho phụ huynh đi làm.
- Biển số HCM.",6,Honda Wave
34.5,30.1,35.33,Quận Tân Bình,Honda,SH Mode,20000,Tay ga,100 - 175 cc,Việt Nam,"bán xe SH mode xanh dương 2016 Xe máy: SH mode
Màu: xanh dương
Tình trạng 90%
Xe do nhà vào hàng hoá thường xuyên có trầy xước vài chỗ.
Xe chính chủ, bao công chứng
TPHCM Tân Phú, Tân Bình",9,Honda SH Mode
75,16.31,19.14,Quận Tân Bình,Honda,Wave,851,Xe số,100 - 175 cc,Đang cập nhật,"Wave Thái 125 mới 999,9 Biển tp Ngay chủ -WAVE THÁI 125 ĐI ĐÚNG ĐỒNG HỒ 
-851 KM - ĐK CUỐI 2024 SIÊU KEN 
-THIẾU CÁI THÙNG ..BIỂN TP CÔNG CHỨNG 1 NỐT NHẠC ..Đúng chất xe cọp 
_CHẠY TÊ TÊ TRỨNG CÚT AE 
_GIÁ: 75 Triệu",1,Honda Wave
3,52.61,61.76,Quận Tân Bình,Honda,Dòng khác,9300,Tay côn/Moto,100 - 175 cc,Việt Nam,Cần trao đổi với xe cùng tầm giá Xe zin gắn thêm đèn kenzo cx80 v3 và xe mik cần trao đổi với xe cùng tầm giá chứ không phải là xe mua bán nha ae,2,Honda Dòng khác
7.5,6.82,8.01,Quận Tân Bình,Honda,Cub,999,Xe số,Dưới 50 cc,Nhật Bản,dư xe bán cho rộng chỗ xe giấy tờ đầy đủ ko 9 chủ lh sdt ***,46,Honda Cub
64,74.57,87.54,Quận Tân Bình,Honda,SH,34000,Tay ga,100 - 175 cc,Việt Nam,"SH 125. 2022 Xe đẹp chính chủ, mua mới chua sửa chữa lh ko chin ko chin ko 48943",3,Honda SH
13.5,11.43,13.42,Quận Tân Bình,Honda,Dylan,680000,Tay ga,100 - 175 cc,Thái Lan,xe trum men ko di can bán cho a e thien chí Xe trùm mền ít đi mới 95% cần bán cho người thiên chí xe máy móc mới êm mua vé chỉ chạy ko cần sửa gì het,10,Honda Dylan
29,14.51,17.04,Quận Tân Bình,Yamaha,Exciter,9000,Xe số,100 - 175 cc,Nhật Bản,"ex ctd 1s9a xún áo hsct Xe máy zin êm
Xuống full ex nhỏ
Dàn chân sơn xi mới
Yên 2 tầng
Hồ sơ cầm tay về cho ae sang tên bấm số mới
Xem xe tây ninh",12,Yamaha Exciter
10.2,8.97,10.53,Quận Tân Bình,Yamaha,Sirius,50000,Xe số,100 - 175 cc,Nước khác,"Sirus Fi 2018 biển đẹp Dư dùng thanh lí
Sirus fi 2018 giao cccd chủ. Bs dễ nhìn
Dàn áo liền lạc không nứt bể
Máy móc nguyên zin chưa chẻ, êm bóc mạnh ( phần này bao ae đi nha)
Điện đèn còi đầy đủ. Chạm là nổ.
Ae hợp chân đi làm alo em.",7,Yamaha Sirius
19,16.53,19.41,Quận Tân Bình,Honda,Lead,25000,Tay ga,100 - 175 cc,Việt Nam,"nâng đời Bán xe hd lead chính chủ ít đi , sơn máy nguyên bản, miẽn TG",9,Honda Lead
29.8,23.96,28.12,Quận Tân Bình,Honda,Lead,15000,Tay ga,100 - 175 cc,Đang cập nhật,"Lead 2019 trắng, Khoá SmK, bstp 9 chủ, xe zin đẹp - Xe chính chủ bstp công chứng nhanh lẹ 
- Máy zin êm bảo hành đầy đủ tại hãng. 
- Ngoại hình mới keng ko vết trầy. 
-Xe đầy đủ 2 khoá rm , kính. 
- Giá thương lượng cho ace trực tiếp xem xe trao đổi.",6,Honda Lead
5.7,4.87,5.71,Quận Tân Bình,SYM,Elizabeth,50000,Tay ga,50 - 100 cc,Việt Nam,"nhà dư 2 xe đang chạy còn mới biển hcm vs đồng nai Xe mới em đang chạy l, do mua xe mới nên pass lại giá rẻ, xe mới thay lốp với bình mới cho lun rồi ạ, xe chạy bình thuong ko hư hao gì het",11,SYM Elizabeth
57.8,41.9,49.18,Quận Tân Bình,Yamaha,Exciter,45000,Tay côn/Moto,100 - 175 cc,Việt Nam,"Bán xe Exciter Côn tay 2010 Gia đình cần bán chiếc xe sưu tầm tâm huyết bấy lâu nay !
Xe đời 2010 cuối đời của dòng Exciter nhỏ
Côn tay thể thao cho các bạn thích những trải nghiệm mới mẻ
Máy êm như xe điện, zin từng con ốc tán
Bao thợ kiểm tra trước khi mua bán !
Giao dịch tại nhà !
Cần thêm thông tin vui lòng gọi dt trực tiếp dùm !
Tks !",15,Yamaha Exciter
11,8.99,10.56,Quận Tân Bình,Honda,Air Blade,81000,Tay ga,100 - 175 cc,Việt Nam,Xe dư dùng cần bán Xe dư dùng cần bán liên lạc sô 8 Nguyễn Tử Nha,13,Honda Air Blade
48,30,35.22,Quận Tân Bình,Honda,MSX 125,7700,Tay côn/Moto,100 - 175 cc,Thái Lan,"MSX 125 thailand Xe chính chủ biển số tân bình, 
Máy móc zin ( bao thợ đến kiểm tra)
Chưa 1 lần nào đi tỉnh , chỉ loanh quanh sài gòn
Không tiếp những ai trả 3x
Không qua cò lái 
Xem xe 39C trần mai ninh, p.12, q. Tân bình",4,Honda MSX 125
20.8,19.93,23.4,Quận Tân Bình,Yamaha,Janus,8000,Tay ga,100 - 175 cc,Việt Nam,"❤️ Janus 2023 Đỏ, bstp chính chủ,Chưa dặm tút. - Máy nguyên zin, chạy êm ái.

- Xe dàn áo siu đẹp, mới lột keo.

- Bstp chính chủ công chứng uỷ quyền, mua bán nhanh lẹ. 

- Khoá còn đủ 2 chìa. 

- Bớt. Nhanh lẹ cho ace xem xe trực tiếp thương lượng.",2,Yamaha Janus
172,101.46,119.11,Quận Tân Bình,Honda,SH,38000,Tay ga,100 - 175 cc,Nước khác,"Sh Ý 150i sm108 đk 2012 zin chính chủ PoLên 4 bánh cần bán Sh Ý 150i sm108 đklđ 2012. Xe màu đỏ sporty zin căng đét, cavet bstp chính chủ sang tên, ký uỷ quyền 30s nhanh gọn dứt khoát!

Xe máy móc nguyên zin, mạnh êm cực bốc, vặn nhẹ là bay hú hồn. Đầu nồi nguyên zin, bao thầy thợ test kiểm tra mọi kiểu. Đường nước zin ngon lành mát mẻ, ko sợ bị sôi nước hành!

Xe đã lên khoá smartkey chống trộm chính hãng Honda gần 4tr bao yên tâm ko sợ bị nhảy bất ngờ!

Giá: 182tr ( xe cũ nên giá đã gồm bao dọn mới thay đổi màu sơn khác mới tinh nguyên xe theo ý ng mua. Còn ae tự dọn theo ý thích mình sẽ trừ lại thẳng 10tr cho ae)",13,Honda SH
70,55.2,64.8,Quận Tân Bình,Honda,SH,35970,Tay ga,100 - 175 cc,Việt Nam,"BÁN SH150 CBS 2017 CHÍNH CHỦ Xe chính chủ mua, đang chạy tốt hay bảo dưỡng định kỳ, không hư hỏng hay vấn đề gì. Có thương lượng giá cho người thiện chí & bảo hành trách nhiệm 1 tháng cho ngừoi mua. 
Xem xe xin liên hệ sớm, cảm ơn",8,Honda SH
28,36.78,43.18,Quận Tân Bình,Yamaha,Nvx,14500,Tay ga,100 - 175 cc,Nhật Bản,"NVX 155 ABS SMARTKEY 2019 Em mua xe mới muốn thanh lý. Giấy tờ chính chủ sang tên thoải mái, máy 155cc abs smartkey zin chưa sửa chữa, odo 14.5k, vỏ xe tốt, chạy êm giữ kỹ thay nhớt đều mỗi 1K cây.",3,Yamaha Nvx
4,3,3.52,Quận Tân Bình,SYM,Attila,55555,Tay ga,100 - 175 cc,Đài Loan,Bán xe Attila Bán xe Attila giấy tờ đầy đủ biển tp xe vợ đi chợ đang hoạt tốt,17,SYM Attila
41,34.12,40.05,Quận Tân Bình,Honda,Air Blade,23000,Tay ga,100 - 175 cc,Việt Nam,"ab 160 abs 2022 Biển số thành phố 
Chính chủ ký
Máy móc em bao êm thôi
Mua nhanh bán lẹ",3,Honda Air Blade
29,28,32.86,Quận Tân Bình,Honda,Vision,80000,Xe số,100 - 175 cc,Nước khác,"Xe vision chính chủ, biển số HCM, Gía 29t Nhà dư không sử dụng tới nên bán lại 1 Xe vision màu đen biển số quận Tân Bình, TP. HCM, xe đứng tên chính chủ nay bán lại 29t. 
Tình trạng xe: mới 99%, chưa có 1 vết xước, chìa khoá cơ. Xe chạy rất ít mới có hơn 8000km
P/s:: Không bán sang tên uỷ quyền",2,Honda Vision
136000,74.57,87.54,Quận Tân Bình,Honda,SH,1092,Tay ga,Trên 175 cc,Việt Nam,"Bán xe Sh 350i, Máy thái , đăng ký 11/2022 SH350 Trắng Ngọc Trinh , máy thái SM 600, đăng ký lần đầu 11/2022..

➖ODO 1.092 (cam kết ODO chuẩn, không tua) đầy đủ 2 remote, 2 chìa khóa.
➖Ngoại thất đẹp long lanh, xe dán keo không vết trầy.
➖Máy móc cam kết nguyên zin, cốt bánh trước sau chưa mở.

➖ Xe chính chủ , biển số Tp. HCMinh


 ➖ Giá: 136 triệu..",3,Honda SH
45,38.54,45.24,Quận Tân Bình,Honda,Lead,6400,Tay ga,100 - 175 cc,Việt Nam,"bán xe lead 4 vale bản đặc biệt 2024 Xe chính chủ, dán keo nguyên xe ít trầy xướt, yên kymdan, công chứng ngay trong ngày.",1,Honda Lead
14,14.3,16.79,Quận Tân Bình,Honda,Future,2869,Xe số,100 - 175 cc,Việt Nam,"Xe dư cần bán Xe tốt, máy êm.
Ít chạy. Hay để ở nhà.
Xe chính chủ, sang tên, giấy ủy quyền liền tay.
Chủ thân thiện.
Xem xe tại nhà.",23,Honda Future
25,8.9,10.45,Quận Tân Bình,Honda,Blade,10000,Tay ga,100 - 175 cc,Việt Nam,"Airblade chính chủ 125 Fi Đen nhám zin BSTP Xe chính chủ mình mua giữa năm 2017 
Nay mình ít đi nên bán lại cho ai cần
Xe đi bảo trì bảo dưỡng thường xuyên tại honda head nên máy móc còn tốt, chạy êm, ko hao xăng
Nguyên zin 100%
Bao sang tên giấy tờ
Giao dịch tại nhà cho yên tâm, miễn tiếp thợ 
Bớt chút cho anh em thiện chí",8,Honda Blade
31,25.66,30.12,Quận Tân Bình,Honda,Future,30000,Xe số,100 - 175 cc,Việt Nam,"Future X xăng cơ 2010 xe đẹp mình cần bán xe future x xăng cơ 2010 , xe zin nguyên bản đầu nồi chưa chạm , dán keo nguyên chiếc , xe đã lên khoá smarkey an toàn , máy móc bao chạy cực ngon bốc , biển số sài gòn quận 3 kí mua bán hay uỷ quyền đều được ,",15,Honda Future
18,10.55,12.38,Quận Tân Bình,Honda,Wave,3000,Xe số,100 - 175 cc,Nhật Bản,"Bán xe Wave Alpha đời 2002 dọn full Xe tâm đắc do em trai mình dọn full từ trong ra ngoài gồm cả sơn toàn bộ khung sườn để đi phố, cà phê. Nay không có nhu cầu sử dụng nên nhượng lại cho anh em đam mê. Anh em tự xem hình ảnh để biết thêm thông tin. Cavet theo xe: wave alpha, đời 2002, số máy HC08E, màu xanh đen, biển 5 số (Bình Dương. Xem xe HCM.",23,Honda Wave
8.9,10.02,11.76,Quận Tân Bình,Honda,Air Blade,57000,Tay ga,100 - 175 cc,Đang cập nhật,"Cần Bán Xe Air Blade 2011 Nhà không có chổ để xe, cần bán xe Air Blade đời 2011
Xe zin toàn tập, chạy nhẹ êm ko nghe 1 tiếng động lạ nào. Máy chưa đụng chạm gì. 
Xe chạy không hao xăng, phù hợp cho anh em chạy đi làm nhiều, chạy shipper.
Xe mới thay 1 cặp lốp mới, bình acquy mới thay, tất cả đèn và kèn đều chỉnh chu, nồi và phuộc cũng đã phục hồi. 
Mua xe về chỉ đổ xăng vô là chạy.
Bao thợ thầy test thoải mái. 
 
 Xin cảm ơn.",14,Honda Air Blade
32.5,29.93,35.13,Quận Tân Bình,Honda,Air Blade,19,Tay ga,100 - 175 cc,Đang cập nhật,"AB _ BSTP : 59 - 9C ( airblade air blade Airblade :
Đk cuối 2020
Màu trắng đỏ đen
Máy nguyên zin - Granty thầm thì 
Odo chạy dc 20.000km
Vỏ mới thay

- Dàn ngoài mới lột keo - mới leng keng
- BSTP : 59
Công chứng sang tên tốc độ",5,Honda Air Blade
117.5,73.25,85.99,Quận Tân Bình,Honda,SH,5000,Tay ga,Trên 175 cc,Thái Lan,"Sh350 máy thái date đăng ký 2023 #SH350 máy thái sm601, date đăng ký lần đầu 2023

➖ODO 5k, đầy đủ 2remote, 2 chìa khóa.
➖Ngoại thất đẹp long lanh vừa tháo keo không vết trầy.
➖Máy móc cam kết nguyên zin, cốt bánh trước sau chưa mở.",2,Honda SH
185,111.87,131.33,Quận Tân Bình,Honda,SH,11800,Tay ga,100 - 175 cc,Nước khác,"Sh 150 ytalia Sh150 nhập ý. Màu đỏ .odo 11.800km ,SM 107 ĐKLĐ 2011. Xe còn rất keng ,Xe zin từ a-z ,máy móc zin 100% ,sơn zin .Chính chủ ký mua bán 1 nốt nhạc.",14,Honda SH
